Tweet,Date,Retweets,Likes,Keyword,Positive,Negative,Neutral,Compound
"if we want to renew our prosperity, restore opportunity, &amp; re-establish our economic dominance, then we need tax re… https://t.co/icacqnxz89",2017-09-07,16331,66984,tax,0.336,0.0,0.664,0.7269
will be going to north dakota today to discuss tax reform and tax cuts. we are the highest taxed nation in the world - that will change.,2017-09-06,16609,86192,tax,0.0,0.081,0.919,-0.296
"we are building our future with american hands, american labor, american iron, aluminum and steel. happy #laborday! https://t.co/lyvtnfq5io",2017-09-04,25685,116017,build,0.19,0.0,0.81,0.6114
"we are building our future with american hands, american labor, american iron, aluminum and steel. happy #laborday! https://t.co/lyvtnfq5io",2017-09-04,25685,116017,labor,0.19,0.0,0.81,0.6114
"the united states is considering, in addition to other options, stopping all trade with any country doing business with north korea.",2017-09-03,43628,163069,trade,0.12,0.068,0.812,0.296
"..north korea is a rogue nation which has become a great threat and embarrassment to china, which is trying to help but with little success.",2017-09-03,22640,88989,china,0.289,0.133,0.578,0.706
north korea has conducted a major nuclear test. their words and actions continue to be very hostile and dangerous to the united states.....,2017-09-03,26616,90092,nuclear,0.1,0.223,0.677,-0.5356
stock market up 5 months in a row!,2017-09-01,16748,91288,market,0.0,0.0,1.0,0.0
stock market up 5 months in a row!,2017-09-01,16748,91288,stock,0.0,0.0,1.0,0.0
stock market up 5 months in a row!,2017-09-01,16748,91288,market,0.0,0.0,1.0,0.0
rt @ivankatrump: we must reform our tax code so that all americans can succeed in our modern economy &amp; achieve the american dream! #taxrefo…,2017-08-31,9748,0,tax,0.2,0.0,0.8,0.6696
rt @ivankatrump: we must reform our tax code so that all americans can succeed in our modern economy &amp; achieve the american dream! #taxrefo…,2017-08-31,9748,0,economy,0.2,0.0,0.8,0.6696
will be leaving for missouri soon for a speech on tax cuts and tax reform - so badly needed!,2017-08-30,13364,79961,tax,0.0,0.302,0.698,-0.7567
"we are in the nafta (worst trade deal ever made) renegotiation process with mexico &amp; canada.both being very difficult,may have to terminate?",2017-08-27,18067,78501,trade,0.0,0.0,1.0,0.0
"i will also be going to a wonderful state, missouri, that i won by a lot in '16. dem c.m. is opposed to big tax cuts. republican will win s!",2017-08-27,11796,65364,tax,0.322,0.062,0.616,0.8832
steve bannon will be a tough and smart new voice at @breitbartnews...maybe even better than ever before. fake news needs the competition!,2017-08-19,26661,100978,ban,0.214,0.167,0.618,0.3164
i want to thank steve bannon for his service. he came to the campaign during my run against crooked hillary clinton - it was great! thanks s,2017-08-19,25239,114036,ban,0.357,0.0,0.643,0.8777
"heading to camp david for major meeting on national security, the border and the military (which we are rapidly building to strongest ever).",2017-08-18,15173,83985,build,0.202,0.0,0.798,0.6486
"rt @jacobawohl: @realdonaldtrump president trump alone has succeeded in bringing the stock market, small business index and consumer comfor…",2017-08-16,11753,0,market,0.128,0.092,0.78,0.2023
"rt @jacobawohl: @realdonaldtrump president trump alone has succeeded in bringing the stock market, small business index and consumer comfor…",2017-08-16,11753,0,stock,0.128,0.092,0.78,0.2023
"rt @jacobawohl: @realdonaldtrump president trump alone has succeeded in bringing the stock market, small business index and consumer comfor…",2017-08-16,11753,0,market,0.128,0.092,0.78,0.2023
kim jong un of north korea made a very wise and well reasoned decision. the alternative would have been both catastrophic and unacceptable!,2017-08-16,25597,113332,kim,0.19,0.215,0.595,-0.1865
"amazon is doing great damage to tax paying retailers. towns, cities and states throughout the u.s. are being hurt - many jobs being lost!",2017-08-16,17174,67090,tax,0.176,0.279,0.546,-0.5255
"amazon is doing great damage to tax paying retailers. towns, cities and states throughout the u.s. are being hurt - many jobs being lost!",2017-08-16,17174,67090,jobs,0.176,0.279,0.546,-0.5255
"amazon is doing great damage to tax paying retailers. towns, cities and states throughout the u.s. are being hurt - many jobs being lost!",2017-08-16,17174,67090,jobs,0.176,0.279,0.546,-0.5255
"for every ceo that drops out of the manufacturing council, i have many to take their place. grandstanders should not have gone on. jobs!",2017-08-15,23651,105799,jobs,0.0,0.0,1.0,0.0
"for every ceo that drops out of the manufacturing council, i have many to take their place. grandstanders should not have gone on. jobs!",2017-08-15,23651,105799,jobs,0.0,0.0,1.0,0.0
"rt @foxandfriends: sec. mattis: if north korea fires missile at us, it's 'game on' https://t.co/cfpl9u2i2g",2017-08-15,8949,0,missile,0.0,0.0,1.0,0.0
leaving for new york city and meetings on military purchases and trade.,2017-08-14,8840,60416,trade,0.0,0.0,1.0,0.0
"big day in washington, d.c., even though white house &amp; oval office are being renovated. great trade deals coming for american workers!",2017-08-14,12048,67474,trade,0.173,0.0,0.827,0.6588
.@merck pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the u.s. bring jobs back &amp; lower prices!,2017-08-14,13665,62762,price,0.0,0.087,0.913,-0.3595
.@merck pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the u.s. bring jobs back &amp; lower prices!,2017-08-14,13665,62762,jobs,0.0,0.087,0.913,-0.3595
.@merck pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the u.s. bring jobs back &amp; lower prices!,2017-08-14,13665,62762,jobs,0.0,0.087,0.913,-0.3595
"now that ken frazier of merck pharma has resigned from president's manufacturing council,he will have more time to lower ripoff drug prices!",2017-08-14,21209,90077,price,0.0,0.192,0.808,-0.5797
the obstructionist democrats have given us (or not fixed) some of the worst trade deals in world history. i am changing that fast!,2017-08-14,19315,93076,trade,0.0,0.173,0.827,-0.6588
"luther strange of the great state of alabama has my endorsement. he is strong on border &amp; wall, the military, tax cuts &amp; law enforcement.",2017-08-14,10873,57569,tax,0.288,0.119,0.593,0.7717
heading to washington this morning. much work to do. focus on trade and military. #maga,2017-08-14,11612,66252,trade,0.0,0.0,1.0,0.0
we want to make sure that we have the workforce development programs we need to ensure these jobs are.... https://t.co/tyqbvvmbn4,2017-08-11,10505,49517,jobs,0.267,0.0,0.733,0.6369
we want to make sure that we have the workforce development programs we need to ensure these jobs are.... https://t.co/tyqbvvmbn4,2017-08-11,10505,49517,jobs,0.267,0.0,0.733,0.6369
"military solutions are now fully in place,locked and loaded,should north korea act unwisely.  hopefully kim jong un will find another path!",2017-08-11,56132,167682,kim,0.198,0.0,0.802,0.5707
"mitch, get back to work and put repeal &amp; replace, tax reform &amp; cuts and a great infrastructure bill on my desk for signing. you can do it!",2017-08-10,29450,117457,tax,0.139,0.07,0.791,0.4926
rt @foxandfriends: fox news alert: north korea responds to u.s. with guam attack plan as secretary mattis warns kim jung un “he is grossly…,2017-08-10,10621,0,kim,0.079,0.162,0.758,-0.3182
rt @markets: u.s. job openings surge to record https://t.co/3cph78sfvw via @shochandra https://t.co/jfhq7hfn69,2017-08-10,5920,0,market,0.0,0.0,1.0,0.0
rt @markets: u.s. job openings surge to record https://t.co/3cph78sfvw via @shochandra https://t.co/jfhq7hfn69,2017-08-10,5920,0,market,0.0,0.0,1.0,0.0
rt @ambjohnbolton: our country &amp; civilians are vulnerable today because @barackobama did not believe in national missile defense. let’s nev…,2017-08-10,23027,0,missile,0.07,0.089,0.841,-0.1027
my first order as president was to renovate and modernize our nuclear arsenal. it is now far stronger and more powerful than ever before....,2017-08-09,24117,102458,nuclear,0.206,0.0,0.794,0.6901
rt @foxnews: jobs added during @potus' time in office. https://t.co/zd0fkfvhvx,2017-08-08,12761,0,jobs,0.0,0.0,1.0,0.0
rt @foxnews: jobs added during @potus' time in office. https://t.co/zd0fkfvhvx,2017-08-08,12761,0,jobs,0.0,0.0,1.0,0.0
rt @foxandfriends: u.s. spy satellites detect north korea moving anti-ship cruise missiles to patrol boat https://t.co/bpfxslffgy,2017-08-08,6782,0,missile,0.0,0.0,1.0,0.0
the fake news media will not talk about the importance of the united nations security council's 15-0 vote in favor of sanctions on n. korea!,2017-08-07,19175,81386,sanctions,0.316,0.092,0.592,0.7644
"...and west virginia. the fact is the fake news russian collusion story, record stock market, border security, military strength, jobs.....",2017-08-07,11270,56937,market,0.218,0.121,0.661,0.3612
"...and west virginia. the fact is the fake news russian collusion story, record stock market, border security, military strength, jobs.....",2017-08-07,11270,56937,stock,0.218,0.121,0.661,0.3612
"...and west virginia. the fact is the fake news russian collusion story, record stock market, border security, military strength, jobs.....",2017-08-07,11270,56937,market,0.218,0.121,0.661,0.3612
"...and west virginia. the fact is the fake news russian collusion story, record stock market, border security, military strength, jobs.....",2017-08-07,11270,56937,jobs,0.218,0.121,0.661,0.3612
"...and west virginia. the fact is the fake news russian collusion story, record stock market, border security, military strength, jobs.....",2017-08-07,11270,56937,jobs,0.218,0.121,0.661,0.3612
just completed call with president moon of south korea. very happy and impressed with 15-0 united nations vote on north korea sanctions.,2017-08-07,19252,96066,sanctions,0.348,0.0,0.652,0.8795
"the fake news refuses to report the success of the first 6 months: s.c., surging economy &amp; jobs,border &amp; military security,isis &amp; ms-13 etc.",2017-08-07,21717,90901,jobs,0.133,0.112,0.755,0.1531
"the fake news refuses to report the success of the first 6 months: s.c., surging economy &amp; jobs,border &amp; military security,isis &amp; ms-13 etc.",2017-08-07,21717,90901,economy,0.133,0.112,0.755,0.1531
"the fake news refuses to report the success of the first 6 months: s.c., surging economy &amp; jobs,border &amp; military security,isis &amp; ms-13 etc.",2017-08-07,21717,90901,jobs,0.133,0.112,0.755,0.1531
rt @ivankatrump: the administration is committed to supporting military spouses in the workforce. thanks kim for sharing your story! https:…,2017-08-06,10271,0,kim,0.407,0.0,0.593,0.8748
united nations resolution is the single largest economic sanctions package ever on north korea. over one billion dollars in cost to n.k.,2017-08-05,17272,80161,sanctions,0.118,0.0,0.882,0.4215
the united nations security council just voted 15-0 to sanction north korea. china and russia voted with us. very big financial impact!,2017-08-05,24236,105148,china,0.215,0.0,0.785,0.6696
"rt @rightlynews: ""what's a high priced clinton attorney doing representing a low level it staffer for the democrats?"" 
-@jessebwatters on t…",2017-08-05,18259,0,price,0.0,0.104,0.896,-0.2732
rt @foxnews: more than 1 million jobs added since @potus took office. https://t.co/zvsc9oi9ds https://t.co/nnl1fwnmlu,2017-08-05,10356,0,jobs,0.0,0.0,1.0,0.0
rt @foxnews: more than 1 million jobs added since @potus took office. https://t.co/zvsc9oi9ds https://t.co/nnl1fwnmlu,2017-08-05,10356,0,jobs,0.0,0.0,1.0,0.0
"rt @ivankatrump: since @realdonaldtrump inauguration, over 1 million net new jobs have been created in the american economy! #maga",2017-08-04,18566,0,jobs,0.119,0.0,0.881,0.3164
"rt @ivankatrump: since @realdonaldtrump inauguration, over 1 million net new jobs have been created in the american economy! #maga",2017-08-04,18566,0,economy,0.119,0.0,0.881,0.3164
"rt @ivankatrump: since @realdonaldtrump inauguration, over 1 million net new jobs have been created in the american economy! #maga",2017-08-04,18566,0,jobs,0.119,0.0,0.881,0.3164
"rt @foxbusiness: #breakingnews: u.s. employers added 209,000 jobs in july, unemployment rate down to 4.3% #jobsreport https://t.co/mwatlmg1…",2017-08-04,11896,0,unemployment,0.0,0.153,0.847,-0.4404
"rt @foxbusiness: #breakingnews: u.s. employers added 209,000 jobs in july, unemployment rate down to 4.3% #jobsreport https://t.co/mwatlmg1…",2017-08-04,11896,0,jobs,0.0,0.153,0.847,-0.4404
"rt @foxbusiness: #breakingnews: u.s. employers added 209,000 jobs in july, unemployment rate down to 4.3% #jobsreport https://t.co/mwatlmg1…",2017-08-04,11896,0,jobs,0.0,0.153,0.847,-0.4404
excellent jobs numbers just released - and i have only just begun. many job stifling regulations continue to fall. movement back to usa!,2017-08-04,18174,86200,jobs,0.166,0.0,0.834,0.6114
excellent jobs numbers just released - and i have only just begun. many job stifling regulations continue to fall. movement back to usa!,2017-08-04,18174,86200,jobs,0.166,0.0,0.834,0.6114
"consumer confidence is at a 16 year high....and for good reason. much more regulation ""busting"" to come. working hard on tax cuts &amp; reform!",2017-08-04,14115,72382,tax,0.223,0.124,0.653,0.5983
toyota &amp; mazda to build a new $1.6b plant here in the u.s.a. and create 4k new american jobs. a great investment in american manufacturing!,2017-08-04,24720,112846,jobs,0.236,0.0,0.764,0.7574
toyota &amp; mazda to build a new $1.6b plant here in the u.s.a. and create 4k new american jobs. a great investment in american manufacturing!,2017-08-04,24720,112846,jobs,0.236,0.0,0.764,0.7574
toyota &amp; mazda to build a new $1.6b plant here in the u.s.a. and create 4k new american jobs. a great investment in american manufacturing!,2017-08-04,24720,112846,build,0.236,0.0,0.764,0.7574
i am continuing to get rid of costly and unnecessary regulations. much work left to do but effect will be great! business &amp; jobs will grow.,2017-08-03,18661,96550,jobs,0.197,0.04,0.763,0.7745
i am continuing to get rid of costly and unnecessary regulations. much work left to do but effect will be great! business &amp; jobs will grow.,2017-08-03,18661,96550,jobs,0.197,0.04,0.763,0.7745
business is looking better than ever with business enthusiasm at record levels. stock market at an all-time high. that doesn't just happen!,2017-08-03,15577,78883,market,0.233,0.0,0.767,0.7263
business is looking better than ever with business enthusiasm at record levels. stock market at an all-time high. that doesn't just happen!,2017-08-03,15577,78883,stock,0.233,0.0,0.767,0.7263
business is looking better than ever with business enthusiasm at record levels. stock market at an all-time high. that doesn't just happen!,2017-08-03,15577,78883,market,0.233,0.0,0.767,0.7263
"i love the white house, one of the most beautiful buildings (homes) i have ever seen. but fake news said i called it a dump - totally untrue",2017-08-03,30845,131148,build,0.164,0.238,0.598,-0.5193
i campaigned on creating a merit-based immigration system that protects u.s. workers &amp; taxpayers. watch:… https://t.co/b8yiifgy3d,2017-08-02,19083,74617,tax,0.273,0.0,0.727,0.5423
"""corporations have never made as much money as they are making now."" thank you stuart varney @foxandfriends jobs are starting to roar,watch!",2017-08-01,16028,75982,jobs,0.117,0.0,0.883,0.4199
"""corporations have never made as much money as they are making now."" thank you stuart varney @foxandfriends jobs are starting to roar,watch!",2017-08-01,16028,75982,jobs,0.117,0.0,0.883,0.4199
"stock market could hit all-time high (again) 22,000 today. was 18,000 only 6 months ago on election day. mainstream media seldom mentions!",2017-08-01,22046,102340,market,0.0,0.0,1.0,0.0
"stock market could hit all-time high (again) 22,000 today. was 18,000 only 6 months ago on election day. mainstream media seldom mentions!",2017-08-01,22046,102340,stock,0.0,0.0,1.0,0.0
"stock market could hit all-time high (again) 22,000 today. was 18,000 only 6 months ago on election day. mainstream media seldom mentions!",2017-08-01,22046,102340,market,0.0,0.0,1.0,0.0
"highest stock market ever, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, s.c.: no wh chaos!",2017-07-31,28826,120711,market,0.192,0.341,0.467,-0.6239
"highest stock market ever, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, s.c.: no wh chaos!",2017-07-31,28826,120711,stock,0.192,0.341,0.467,-0.6239
"highest stock market ever, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, s.c.: no wh chaos!",2017-07-31,28826,120711,market,0.192,0.341,0.467,-0.6239
"highest stock market ever, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, s.c.: no wh chaos!",2017-07-31,28826,120711,unemployment,0.192,0.341,0.467,-0.6239
"highest stock market ever, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, s.c.: no wh chaos!",2017-07-31,28826,120711,wages,0.192,0.341,0.467,-0.6239
"...they do nothing for us with north korea, just talk. we will no longer allow this to continue. china could easily solve this problem!",2017-07-29,22589,93826,china,0.211,0.162,0.627,0.126
"i am very disappointed in china. our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade, yet...",2017-07-29,24868,96027,china,0.0,0.207,0.793,-0.6697
"i am very disappointed in china. our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade, yet...",2017-07-29,24868,96027,trade,0.0,0.207,0.793,-0.6697
u.s. stock market up almost 20% since election!,2017-07-29,21096,101547,market,0.0,0.0,1.0,0.0
u.s. stock market up almost 20% since election!,2017-07-29,21096,101547,stock,0.0,0.0,1.0,0.0
u.s. stock market up almost 20% since election!,2017-07-29,21096,101547,market,0.0,0.0,1.0,0.0
"in other words, russia was against trump in the 2016 election - and why not, i want strong military &amp; low oil price… https://t.co/25rq0uiqcb",2017-07-29,17949,61303,price,0.0,0.241,0.759,-0.6154
"thank you foxconn, for investing $10 billion dollars with the potential for up to 13k new jobs in wisconsin! madein… https://t.co/rm5cwyqzkz",2017-07-27,20087,87372,jobs,0.122,0.0,0.878,0.4199
"thank you foxconn, for investing $10 billion dollars with the potential for up to 13k new jobs in wisconsin! madein… https://t.co/rm5cwyqzkz",2017-07-27,20087,87372,jobs,0.122,0.0,0.878,0.4199
"joint press conference with prime minister saad hariri of lebanon beginning shortly. join us live!
➡️… https://t.co/vuywdfhvez",2017-07-25,4350,25535,ban,0.135,0.0,0.865,0.3595
"""america's labor market continues to boom"" jobs, jobs, jobs! https://t.co/luoar1iz2e",2017-07-25,11792,49003,market,0.0,0.0,1.0,0.0
"""america's labor market continues to boom"" jobs, jobs, jobs! https://t.co/luoar1iz2e",2017-07-25,11792,49003,market,0.0,0.0,1.0,0.0
"""america's labor market continues to boom"" jobs, jobs, jobs! https://t.co/luoar1iz2e",2017-07-25,11792,49003,jobs,0.0,0.0,1.0,0.0
"""america's labor market continues to boom"" jobs, jobs, jobs! https://t.co/luoar1iz2e",2017-07-25,11792,49003,jobs,0.0,0.0,1.0,0.0
"""america's labor market continues to boom"" jobs, jobs, jobs! https://t.co/luoar1iz2e",2017-07-25,11792,49003,labor,0.0,0.0,1.0,0.0
working on major trade deal with the united kingdom. could be very big &amp; exciting. jobs! the e.u. is very protectionist with the u.s. stop!,2017-07-25,15506,66905,jobs,0.221,0.071,0.709,0.6856
working on major trade deal with the united kingdom. could be very big &amp; exciting. jobs! the e.u. is very protectionist with the u.s. stop!,2017-07-25,15506,66905,trade,0.221,0.071,0.709,0.6856
working on major trade deal with the united kingdom. could be very big &amp; exciting. jobs! the e.u. is very protectionist with the u.s. stop!,2017-07-25,15506,66905,jobs,0.221,0.071,0.709,0.6856
is fake news washington post being used as a lobbyist weapon against congress to keep politicians from looking into amazon no-tax monopoly?,2017-07-25,16164,59288,tax,0.068,0.212,0.72,-0.5574
so many stories about me in the @washingtonpost are fake news. they are as bad as ratings challenged @cnn. lobbyist for amazon and taxes?,2017-07-25,12457,52603,tax,0.057,0.269,0.673,-0.743
"arriving at joint base andrews with @secretaryperry, @secretaryzinke, and @secpricemd..... https://t.co/yxm94xktuv",2017-07-24,10100,43833,price,0.0,0.0,1.0,0.0
"thank you to @loudobbs for giving the first six months of the trump administration an a+. s.c.,reg cutting,stock m, jobs,border etc. = true!",2017-07-24,19235,79761,stock,0.296,0.0,0.704,0.7901
"thank you to @loudobbs for giving the first six months of the trump administration an a+. s.c.,reg cutting,stock m, jobs,border etc. = true!",2017-07-24,19235,79761,jobs,0.296,0.0,0.704,0.7901
"thank you to @loudobbs for giving the first six months of the trump administration an a+. s.c.,reg cutting,stock m, jobs,border etc. = true!",2017-07-24,19235,79761,jobs,0.296,0.0,0.704,0.7901
"the republican senators must step up to the plate and, after 7 years, vote to repeal and replace. next, tax reform and infrastructure. win!",2017-07-22,18537,81899,tax,0.157,0.0,0.843,0.6239
"billions of dollars in investments &amp; thousands of new jobs in america! an initiative via corning, merck &amp; pfizer:… https://t.co/0zs8hmjcom",2017-07-21,13116,56684,jobs,0.0,0.0,1.0,0.0
"billions of dollars in investments &amp; thousands of new jobs in america! an initiative via corning, merck &amp; pfizer:… https://t.co/0zs8hmjcom",2017-07-21,13116,56684,jobs,0.0,0.0,1.0,0.0
rt @foxnews: u.s. markets since election. https://t.co/rlwst30gud,2017-07-19,10737,0,market,0.0,0.0,1.0,0.0
rt @foxnews: u.s. markets since election. https://t.co/rlwst30gud,2017-07-19,10737,0,market,0.0,0.0,1.0,0.0
"heading back to washington, d.c. much will be accomplished this week on trade, the military and security!",2017-07-17,14921,85386,trade,0.272,0.0,0.728,0.68
"just got to the #uswomensopen in bedminster, new jersey. people are really happy with record high stock market - up over 17% since election!",2017-07-15,10828,63163,market,0.163,0.0,0.837,0.6468
"just got to the #uswomensopen in bedminster, new jersey. people are really happy with record high stock market - up over 17% since election!",2017-07-15,10828,63163,stock,0.163,0.0,0.837,0.6468
"just got to the #uswomensopen in bedminster, new jersey. people are really happy with record high stock market - up over 17% since election!",2017-07-15,10828,63163,market,0.163,0.0,0.837,0.6468
"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!",2017-07-15,17522,82791,market,0.227,0.0,0.773,0.6799
"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!",2017-07-15,17522,82791,stock,0.227,0.0,0.773,0.6799
"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!",2017-07-15,17522,82791,market,0.227,0.0,0.773,0.6799
"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!",2017-07-15,17522,82791,jobs,0.227,0.0,0.773,0.6799
"stock market hit another all-time high yesterday - despite the russian hoax story! also, jobs numbers are starting to look very good!",2017-07-15,17522,82791,jobs,0.227,0.0,0.773,0.6799
stock market at new all-time high! working on new trade deals that will be great for u.s. and its workers!,2017-07-15,15420,81584,market,0.198,0.0,0.802,0.6892
stock market at new all-time high! working on new trade deals that will be great for u.s. and its workers!,2017-07-15,15420,81584,stock,0.198,0.0,0.802,0.6892
stock market at new all-time high! working on new trade deals that will be great for u.s. and its workers!,2017-07-15,15420,81584,market,0.198,0.0,0.802,0.6892
stock market at new all-time high! working on new trade deals that will be great for u.s. and its workers!,2017-07-15,15420,81584,trade,0.198,0.0,0.802,0.6892
"great conversations with president @emmanuelmacron and his representatives on trade, military and security.",2017-07-14,8665,48561,trade,0.371,0.0,0.629,0.7579
big win today for building the wall. it will secure the border &amp; save lives. now the full house &amp; senate must act!… https://t.co/duzcyhyck8,2017-07-12,20132,66784,build,0.316,0.0,0.684,0.8655
"jobs, jobs, jobs! #maga🇺🇸 https://t.co/hscs4y9zjk",2017-07-12,21987,76846,jobs,0.0,0.0,1.0,0.0
"jobs, jobs, jobs! #maga🇺🇸 https://t.co/hscs4y9zjk",2017-07-12,21987,76846,jobs,0.0,0.0,1.0,0.0
stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good! #maga🇺🇸 https://t.co/vwxsb2vwge,2017-07-12,14999,62302,market,0.476,0.0,0.524,0.9136
stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good! #maga🇺🇸 https://t.co/vwxsb2vwge,2017-07-12,14999,62302,stock,0.476,0.0,0.524,0.9136
stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good! #maga🇺🇸 https://t.co/vwxsb2vwge,2017-07-12,14999,62302,market,0.476,0.0,0.524,0.9136
stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good! #maga🇺🇸 https://t.co/vwxsb2vwge,2017-07-12,14999,62302,jobs,0.476,0.0,0.524,0.9136
stock market hits another high with spirit and enthusiasm so positive. jobs outlook looking very good! #maga🇺🇸 https://t.co/vwxsb2vwge,2017-07-12,14999,62302,jobs,0.476,0.0,0.524,0.9136
"""after 14 years, u.s. beef hits chinese market. trade deal an exciting opportunity for agriculture."" https://t.co/gdggejqfms",2017-07-12,16732,66406,market,0.3,0.0,0.7,0.7184
"""after 14 years, u.s. beef hits chinese market. trade deal an exciting opportunity for agriculture."" https://t.co/gdggejqfms",2017-07-12,16732,66406,market,0.3,0.0,0.7,0.7184
"""after 14 years, u.s. beef hits chinese market. trade deal an exciting opportunity for agriculture."" https://t.co/gdggejqfms",2017-07-12,16732,66406,trade,0.3,0.0,0.7,0.7184
"the w.h. is functioning perfectly, focused on healthcare, tax cuts/reform &amp; many other things. i have very little time for watching t.v.",2017-07-12,19538,94510,tax,0.264,0.0,0.736,0.7783
"rt @foxandfriends: fox news alert: u.s. flexes its defense muscles, destroys incoming test missile off coast of alaska https://t.co/gdpnc6a…",2017-07-11,10353,0,missile,0.159,0.155,0.687,-0.2263
sanctions were not discussed at my meeting with president putin. nothing will be done until the ukrainian &amp; syrian problems are solved!,2017-07-09,18532,78701,sanctions,0.084,0.119,0.797,-0.2244
the g 20 summit was a great success for the u.s. - explained that the u.s. must fix the many bad trade deals it has made. will get done!,2017-07-09,15971,77233,trade,0.234,0.101,0.665,0.68
"leaving hamburg for washington, d.c. and the wh. just left china’s president xi where we had an excellent meeting on trade &amp; north korea.",2017-07-08,17114,93405,china,0.139,0.0,0.861,0.5719
"leaving hamburg for washington, d.c. and the wh. just left china’s president xi where we had an excellent meeting on trade &amp; north korea.",2017-07-08,17114,93405,trade,0.139,0.0,0.861,0.5719
trade between china and north korea grew almost 40% in the first quarter. so much for china working with us - but we had to give it a try!,2017-07-05,22912,96444,china,0.0,0.0,1.0,0.0
trade between china and north korea grew almost 40% in the first quarter. so much for china working with us - but we had to give it a try!,2017-07-05,22912,96444,trade,0.0,0.0,1.0,0.0
the united states made some of the worst trade deals in world history.why should we continue these deals with countries that do not help us?,2017-07-05,25173,122409,trade,0.09,0.204,0.706,-0.5511
gas prices are the lowest in the u.s. in over ten years! i would like to see them go even lower.,2017-07-04,29616,154425,price,0.102,0.207,0.691,-0.3802
....and japan will put up with this much longer. perhaps china will put a heavy move on north korea and end this nonsense once and for all!,2017-07-04,28189,109585,china,0.0,0.12,0.88,-0.5294
north korea has just launched another missile. does this guy have anything better to do with his life? hard to believe that south korea.....,2017-07-04,47432,140156,missile,0.164,0.052,0.784,0.4588
"rt @jacobawohl: @realdonaldtrump when obama was president, the #msm loved talking about stock market rallies! now they barely mention new a…",2017-07-04,17485,0,market,0.173,0.0,0.827,0.636
"rt @jacobawohl: @realdonaldtrump when obama was president, the #msm loved talking about stock market rallies! now they barely mention new a…",2017-07-04,17485,0,stock,0.173,0.0,0.827,0.636
"rt @jacobawohl: @realdonaldtrump when obama was president, the #msm loved talking about stock market rallies! now they barely mention new a…",2017-07-04,17485,0,market,0.173,0.0,0.827,0.636
"really great numbers on jobs &amp; the economy! things are starting to kick in now, and we have just begun! don't like steel &amp; aluminum dumping!",2017-07-03,18865,90982,jobs,0.134,0.162,0.704,0.4327
"really great numbers on jobs &amp; the economy! things are starting to kick in now, and we have just begun! don't like steel &amp; aluminum dumping!",2017-07-03,18865,90982,economy,0.134,0.162,0.704,0.4327
"really great numbers on jobs &amp; the economy! things are starting to kick in now, and we have just begun! don't like steel &amp; aluminum dumping!",2017-07-03,18865,90982,jobs,0.134,0.162,0.704,0.4327
"at some point the fake news will be forced to discuss our great jobs numbers, strong economy, success with isis, the border &amp; so much else!",2017-07-03,29382,124252,jobs,0.296,0.158,0.546,0.7424
"at some point the fake news will be forced to discuss our great jobs numbers, strong economy, success with isis, the border &amp; so much else!",2017-07-03,29382,124252,economy,0.296,0.158,0.546,0.7424
"at some point the fake news will be forced to discuss our great jobs numbers, strong economy, success with isis, the border &amp; so much else!",2017-07-03,29382,124252,jobs,0.296,0.158,0.546,0.7424
"stock market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",2017-07-02,29877,128834,market,0.0,0.275,0.725,-0.7891
"stock market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",2017-07-02,29877,128834,stock,0.0,0.275,0.725,-0.7891
"stock market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",2017-07-02,29877,128834,market,0.0,0.275,0.725,-0.7891
"stock market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",2017-07-02,29877,128834,unemployment,0.0,0.275,0.725,-0.7891
"stock market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!",2017-07-02,29877,128834,wages,0.0,0.275,0.725,-0.7891
just finished a very good meeting with the president of south korea. many subjects discussed including north korea and new trade deal!,2017-06-30,18510,87562,trade,0.148,0.0,0.852,0.54
our new american energy policy will unlock millions of jobs &amp; trillions in wealth. we are on the cusp of a true ene… https://t.co/w5y7uxzssd,2017-06-29,17684,73696,jobs,0.288,0.0,0.712,0.7964
