Tweet,Date,Retweets,Likes,Keyword,Positive,Negative,Neutral,Compound
back from miami where my cuban/american friends are very happy with what i signed today. another campaign promise that i did not forget!,2017-06-17,19827,99686,ban,0.4,0.0,0.6,0.8847
"despite the phony witch hunt going on in america, the economic &amp; jobs numbers are great. regulations way down, jobs and enthusiasm way up!",2017-06-16,23327,106849,jobs,0.309,0.0,0.691,0.8556
"despite the phony witch hunt going on in america, the economic &amp; jobs numbers are great. regulations way down, jobs and enthusiasm way up!",2017-06-16,23327,106849,jobs,0.309,0.0,0.691,0.8556
"crooked h destroyed phones w/ hammer, 'bleached' emails, &amp; had husband meet w/ag days before she was cleared- &amp; they talk about obstruction?",2017-06-15,50985,145503,ban,0.057,0.13,0.813,-0.4215
"just arrived in wisconsin to discuss jobs, jobs, jobs! #maga🇺🇸 https://t.co/lej9s817yb",2017-06-13,11951,63793,jobs,0.0,0.0,1.0,0.0
"just arrived in wisconsin to discuss jobs, jobs, jobs! #maga🇺🇸 https://t.co/lej9s817yb",2017-06-13,11951,63793,jobs,0.0,0.0,1.0,0.0
"heading to the great state of wisconsin to talk about jobs, jobs, jobs! big progress being made as the real news is reporting.",2017-06-13,12328,64818,jobs,0.255,0.0,0.745,0.8016
"heading to the great state of wisconsin to talk about jobs, jobs, jobs! big progress being made as the real news is reporting.",2017-06-13,12328,64818,jobs,0.255,0.0,0.745,0.8016
"well, as predicted, the 9th circuit did it again - ruled against the travel ban at such a dangerous time in the history of our country. s.c.",2017-06-13,15966,63118,ban,0.068,0.218,0.714,-0.6808
"great numbers on the economy. all of our work, including the passage of many bills &amp; regulation killing executive orders, now kicking in!",2017-06-12,17996,84520,economy,0.138,0.157,0.705,-0.1511
"the democrats have no message,  not on economics, not on taxes,  not on jobs, not on failing #obamacare. they are only obstructionists!",2017-06-11,28789,105333,tax,0.119,0.087,0.794,0.2008
"the democrats have no message,  not on economics, not on taxes,  not on jobs, not on failing #obamacare. they are only obstructionists!",2017-06-11,28789,105333,jobs,0.119,0.087,0.794,0.2008
"the democrats have no message,  not on economics, not on taxes,  not on jobs, not on failing #obamacare. they are only obstructionists!",2017-06-11,28789,105333,jobs,0.119,0.087,0.794,0.2008
"...way up. regulations way down. 600,000+ new jobs added. unemployment down to 4.3%. business and economic enthusiasm way up- record levels!",2017-06-11,17914,84334,unemployment,0.117,0.117,0.766,0.0
"...way up. regulations way down. 600,000+ new jobs added. unemployment down to 4.3%. business and economic enthusiasm way up- record levels!",2017-06-11,17914,84334,jobs,0.117,0.117,0.766,0.0
"...way up. regulations way down. 600,000+ new jobs added. unemployment down to 4.3%. business and economic enthusiasm way up- record levels!",2017-06-11,17914,84334,jobs,0.117,0.117,0.766,0.0
the #fakenews msm doesn't report the great economic news since election day. #dow up 16%. #nasdaq up 19.5%. drilling &amp; energy sector...,2017-06-11,22976,94312,nasdaq,0.083,0.13,0.788,-0.2946
america is going to build again. under budget and ahead of schedule. time to put #americafirst! #infrastructureweek… https://t.co/d5tbbjxcn3,2017-06-10,18644,76099,build,0.0,0.0,1.0,0.0
"time to start building in our country, with american workers &amp; with american iron, aluminum &amp; steel. it is time to… https://t.co/rgzcryecmz",2017-06-10,20582,89692,build,0.0,0.0,1.0,0.0
"it is time to rebuild our country, to bring back our jobs, to restore our dreams, &amp; yes, to put #americafirst! ty o… https://t.co/2b2bxwxgka",2017-06-09,20578,87563,jobs,0.344,0.0,0.656,0.8588
"it is time to rebuild our country, to bring back our jobs, to restore our dreams, &amp; yes, to put #americafirst! ty o… https://t.co/2b2bxwxgka",2017-06-09,20578,87563,jobs,0.344,0.0,0.656,0.8588
"it is time to rebuild our country, to bring back our jobs, to restore our dreams, &amp; yes, to put #americafirst! ty o… https://t.co/2b2bxwxgka",2017-06-09,20578,87563,build,0.344,0.0,0.656,0.8588
big meeting today with republican leadership concerning tax cuts and healthcare. we are all pushing hard - must get it right!,2017-06-06,12210,68576,tax,0.0,0.178,0.822,-0.4389
"that's right, we need a travel ban for certain dangerous countries, not some politically correct term that won't help us protect our people!",2017-06-06,29776,115263,ban,0.069,0.374,0.557,-0.8531
the justice dept. should ask for an expedited hearing of the watered down travel ban before the supreme court - &amp; seek much tougher version!,2017-06-05,14065,62839,ban,0.276,0.11,0.614,0.6588
"the justice dept. should have stayed with the original travel ban, not the watered down, politically correct version they submitted to s.c.",2017-06-05,14531,67962,ban,0.201,0.127,0.671,0.2732
"people, the lawyers and the courts can call it whatever they want, but i am calling it what we need and what it is, a travel ban!",2017-06-05,20478,85010,ban,0.039,0.177,0.784,-0.722
"we need to be smart, vigilant and tough. we need the courts to give us back our rights. we need the travel ban as an extra level of safety!",2017-06-03,50158,169441,ban,0.205,0.139,0.656,0.3382
