Tweet,Date,Retweets,Likes
donna brazile just stated the dnc rigged the system to illegally steal the primary from bernie sanders. bought and paid for by crooked h....,Fri Nov 03 00:39:57 +0000 2017,22921,79629
"great tax cut rollout today. the lobbyists are storming capital hill, but the republicans will hold strong and do what is right for america!",Fri Nov 03 00:05:07 +0000 2017,12523,62082
"today, it was my pleasure and great honor to announce my nomination of jerome powell to be the next chairman of the… https://t.co/32klfybbuq",Thu Nov 02 22:35:43 +0000 2017,8878,41749
"broadcom's move to america=$20 billion of annual rev into u.s.a., $3+ billion/yr. in research/engineering &amp; $6 bill… https://t.co/0purl6k86k",Thu Nov 02 20:33:18 +0000 2017,13259,53742
"today, we are thrilled to welcome @broadcom ceo hock tan to the wh to announce he is moving their hq’s from singapo… https://t.co/isuzebrn0c",Thu Nov 02 19:58:56 +0000 2017,10059,45020
congress must end chain migration so that we can have a system that is security based! we need to make america safe… https://t.co/nxedgfxlv9,Thu Nov 02 18:43:47 +0000 2017,12932,52877
i am calling on congress to terminate the diversity visa lottery program that presents significant vulnerabilities… https://t.co/gchkcxtnyf,Thu Nov 02 18:33:47 +0000 2017,17055,71539
"congratulations to the houston @astros, 2017 #worldseries champions⚾️#houstonstrong #earnhistory https://t.co/bp7oezdhfi",Thu Nov 02 17:31:32 +0000 2017,10960,54111
...there is also something appropriate about keeping him in the home of the horrible crime he committed. should move fast. death penalty!,Thu Nov 02 11:54:36 +0000 2017,16198,81539
would love to send the nyc terrorist to guantanamo but statistically that process takes much longer than going through the federal system...,Thu Nov 02 11:50:46 +0000 2017,13143,67686
"nyc terrorist was happy as he asked to hang isis flag in his hospital room. he killed 8 people, badly injured 12. should get death penalty!",Thu Nov 02 03:43:18 +0000 2017,40524,166801
"great mtg w/ @cabinet today. tomorrow, i will be announcing the new head of the fed. i think you will be extremely… https://t.co/dktjbjglye",Thu Nov 02 03:21:56 +0000 2017,7738,38835
"happy birthday to @garyplayer, a truly great champion and person!",Thu Nov 02 02:45:57 +0000 2017,4834,33461
it is finally happening for our great clean coal miners! https://t.co/suanjs6ccz,Thu Nov 02 02:30:43 +0000 2017,9748,44319
the united states will be immediately implementing much tougher extreme vetting procedures. the safety of our citizens comes first!,Thu Nov 02 02:19:44 +0000 2017,21670,103351
just spoke to president macri of argentina about the five proud and wonderful men killed in the west side terror attack. god be with them!,Thu Nov 02 02:09:21 +0000 2017,13010,68703
"chain migration must end now! some people come in, and they bring their whole family with them, who can be truly ev… https://t.co/g0rgpig2k3",Wed Nov 01 23:03:26 +0000 2017,21298,73303
@senatemajldr @senategop ...and appeals court judges at a record clip! our courts are rapidly changing for the better!,Wed Nov 01 22:03:27 +0000 2017,6744,33623
thanks to @senatemajldr mcconnell and the @senategop we are appointing high-quality federal district...,Wed Nov 01 22:03:19 +0000 2017,7989,41002
"thank you to the great nypd, first responders and all govt officials for having handled the terrible west side atta… https://t.co/wcjwahjchf",Wed Nov 01 21:14:33 +0000 2017,11645,55439
@nygovcuomo @nycmayor ...fully supports any and all of their efforts with respect to the west side attack. #nycstrong,Wed Nov 01 20:14:27 +0000 2017,5088,28364
just spoke with @nygovcuomo and @nycmayor de blasio to let them know that the federal government...,Wed Nov 01 20:14:17 +0000 2017,6153,33806
we mourn the horrifying terrorist attack in nyc. all of america is praying and grieving for the families who lost t… https://t.co/gncvusz0ud,Wed Nov 01 19:26:47 +0000 2017,11900,54195
....for the middle class. the house and senate should consider asap as the process of final approval moves along. push biggest tax cuts ever,Wed Nov 01 15:03:29 +0000 2017,11089,54096
wouldn't it be great to repeal the very unfair and unpopular individual mandate in obamacare and use those savings for further tax cuts.....,Wed Nov 01 14:59:43 +0000 2017,16610,79817
#nycstrong #usa🇺🇸 https://t.co/6k3xw5p87d,Wed Nov 01 13:30:32 +0000 2017,8356,38598
"""senator chuck schumer helping to import europes problems"" said col.tony shaffer. we will stop this craziness!  @foxandfriends",Wed Nov 01 11:40:14 +0000 2017,20011,74069
"we are fighting hard for merit based immigration, no more democrat lottery systems. we must get much tougher (and smarter).  @foxandfriends",Wed Nov 01 11:30:48 +0000 2017,24728,98385
"the terrorist came into our country through what is called the ""diversity visa lottery program,"" a chuck schumer beauty. i want merit based.",Wed Nov 01 11:24:32 +0000 2017,35051,126108
"i have just ordered homeland security to step up our already extreme vetting program. being politically correct is fine, but not for this!",Wed Nov 01 01:26:22 +0000 2017,35128,143115
the republican house members are working hard (and late) toward the massive tax cuts that they know you deserve. these will be biggest ever!,Wed Nov 01 01:22:20 +0000 2017,12957,67301
"my thoughts, condolences and prayers to the victims and families of the new york city terrorist attack. god and your country are with you!",Tue Oct 31 22:57:40 +0000 2017,24669,109974
"we must not allow isis to return, or enter, our country after defeating them in the middle east and elsewhere. enough!",Tue Oct 31 22:31:45 +0000 2017,33996,137549
"in nyc, looks like another attack by a very sick and deranged person. law enforcement is following this closely. not in the u.s.a.!",Tue Oct 31 21:30:04 +0000 2017,24021,106316
"u.s. coal production
up📈7.8% past year. 
down📉31.5% last 10 years. 
#endingwaroncoal https://t.co/xr20obb2dv",Tue Oct 31 19:41:25 +0000 2017,10401,42736
“home prices reach new all-time highs in august” read more: https://t.co/xzjizggq8r https://t.co/stbtr6mo2j,Tue Oct 31 19:14:31 +0000 2017,6155,28444
"""consumer confidence hits highest level since december 2000"" read more: https://t.co/w7wkcobfun https://t.co/nlo5xcnuix",Tue Oct 31 18:11:11 +0000 2017,9881,39753
rt @ivankatrump: we're working to make tax cuts &amp; the expanded child tax credit a reality for american families. the time is now! #taxrefor…,Tue Oct 31 16:55:14 +0000 2017,9231,0
"wishing everyone a safe and happy halloween!
#halloween2017 https://t.co/brpgxvri8y",Tue Oct 31 16:08:36 +0000 2017,13169,60492
thank you @luisriveramarin! https://t.co/bk7sdv9phu,Tue Oct 31 15:48:22 +0000 2017,5636,27286
“statement by president trump on the apprehension of mustafa al-imam for his alleged role in benghazi attacks” https://t.co/2u7wjmfglm,Tue Oct 31 14:46:24 +0000 2017,9388,35911
"....earth shattering. he and his brother could drain the swamp, which would be yet another campaign promise fulfilled. fake news weak!",Tue Oct 31 14:10:42 +0000 2017,11893,51661
"the biggest story yesterday, the one that has the dems in a dither, is podesta running from his firm. what he know about crooked dems is....",Tue Oct 31 14:06:27 +0000 2017,16463,65475
i hope people will start to focus on our massive tax cuts for business (jobs) and the middle class (in addition to democrat corruption)!,Tue Oct 31 12:21:06 +0000 2017,16330,73892
"....came to the campaign. few people knew the young, low level volunteer named george, who has already proven to be a liar. check the dems!",Tue Oct 31 12:16:08 +0000 2017,12265,54879
"the fake news is working overtime. as paul manaforts lawyer said, there was ""no collusion"" and events mentioned took place long before he...",Tue Oct 31 12:09:41 +0000 2017,13665,57539
"....also, there is no collusion!",Mon Oct 30 14:28:10 +0000 2017,21677,89551
"sorry, but this is years ago, before paul manafort was part of the trump campaign. but why aren't crooked hillary &amp; the dems the focus?????",Mon Oct 30 14:25:09 +0000 2017,33478,117904
great job by michaelcaputo on @foxandfriends.,Mon Oct 30 11:50:26 +0000 2017,7312,42463
"report out that obama campaign paid $972,000 to fusion gps. the firm also got $12,400,000 (really?) from dnc. nobody knows who ok'd!",Mon Oct 30 11:37:36 +0000 2017,35115,107650
"all of this ""russia"" talk right when the republicans are making their big push for historic tax cuts &amp; reform. is this coincidental? not!",Sun Oct 29 14:48:09 +0000 2017,22709,90602
"...are now fighting back like never before. there is so much guilt by democrats/clinton, and now the facts are pouring out. do something!",Sun Oct 29 14:17:14 +0000 2017,24212,98738
"...""collusion,"" which doesn't exist. the dems are using this terrible (and bad for our country) witch hunt for evil politics, but the r's...",Sun Oct 29 14:09:51 +0000 2017,17214,72866
"...the uranium to russia deal, the  33,000 plus deleted emails, the comey fix and so much more. instead they look at phony trump/russia,....",Sun Oct 29 14:02:37 +0000 2017,22901,86239
"never seen such republican anger &amp; unity as i have concerning the lack of investigation on clinton made fake dossier (now $12,000,000?),....",Sun Oct 29 13:53:43 +0000 2017,29106,110186
"as usual, the obamacare premiums will be up (the dems own it), but we will repeal &amp; replace and have great healthcare soon after tax cuts!",Sun Oct 29 13:12:47 +0000 2017,13739,66385
"jfk files are released, long ahead of schedule!",Sat Oct 28 23:15:39 +0000 2017,18737,90915
while not at all presidential i must point out that the sloppy michael moore show on broadway was a total bomb and was forced to close. sad!,Sat Oct 28 22:19:42 +0000 2017,24080,111932
"happy #firstrespondersday to all of our heroes out there. we are forever grateful to you for your service, sacrific… https://t.co/upeh9uz9fu",Sat Oct 28 22:08:30 +0000 2017,14312,62150
...in order to put any and all conspiracy theories to rest.,Sat Oct 28 21:10:36 +0000 2017,10192,52933
"...addresses of any mentioned person who is still living. i am doing this for reasons of full disclosure, transparency and...",Sat Oct 28 21:09:57 +0000 2017,10013,50099
"after strict consultation with general kelly, the cia and other agencies, i will be releasing all #jfkfiles other than the names and...",Sat Oct 28 21:09:00 +0000 2017,16283,70286
today is national prescription drug take back day. everyone can help fight the #opioidepidemic by participating!… https://t.co/xorimtgon5,Sat Oct 28 14:37:38 +0000 2017,8667,40603
just read the nice remarks by president jimmy carter about me and how badly i am treated by the press (fake news). thank you mr. president!,Sat Oct 28 12:28:28 +0000 2017,22972,129172
very little reporting about the great gdp numbers announced yesterday (3.0 despite the big hurricane hits). best consecutive q's in years!,Sat Oct 28 12:22:12 +0000 2017,20093,87200
"“what happened”

“how team hillary played the press for fools on russia”
➡️https://t.co/gqpiidk017

now we know! https://t.co/sgwl1hzmki",Sat Oct 28 02:13:28 +0000 2017,24675,67271
#jfkfiles https://t.co/anpbsjfh3j,Sat Oct 28 00:05:45 +0000 2017,16894,64454
"happy birthday @theleegreenwood!
#flashbackfriday https://t.co/mcrmk6eurm",Fri Oct 27 23:33:14 +0000 2017,9721,41261
"people are anxiously awaiting my decision as to who the next head of the fed will be....
🎥https://t.co/pej1knycao",Fri Oct 27 21:17:31 +0000 2017,8461,43910
.@foxnews chris wallace: “more evidence of dem collusion with russia than gop” https://t.co/nacqerjsiu,Fri Oct 27 20:33:50 +0000 2017,12802,44459
we are inspired by the stories of everyday heroes who pull their communities from the depths of despair through lea… https://t.co/qsxrshjwmq,Fri Oct 27 18:16:35 +0000 2017,9749,47217
"diane black of tennessee, the highly respected house budget committee chairwoman, did a great job in passing budget, setting up big tax cuts",Fri Oct 27 14:52:42 +0000 2017,11457,60326
thank you @flgovscott. https://t.co/rgdu9plvfk,Fri Oct 27 14:33:15 +0000 2017,7797,38640
"it is now commonly agreed, after many months of costly looking, that there was no collusion between russia and trump. was collusion with hc!",Fri Oct 27 13:33:40 +0000 2017,26543,98787
happy birthday to the great @theleegreenwood. you and your beautiful song have made such a difference. make america great again!,Fri Oct 27 12:50:47 +0000 2017,9555,48564
jfk files are being carefully released. in the end there will be great transparency. it is my hope to get just about everything to public!,Fri Oct 27 11:38:43 +0000 2017,18835,93572
good luck to @joy_villa on her decision to enter the wonderful world of politics. she has many fans!,Fri Oct 27 11:16:40 +0000 2017,9895,49556
"congratulations to @speakerryan, @gopleader, @stevescalise and to the republican party on budget passage yesterday. now for biggest tax cuts",Fri Oct 27 11:09:03 +0000 2017,8482,45116
thank you @foxandfriends. really great job and show!,Fri Oct 27 10:59:56 +0000 2017,6765,43511
