Tweet,Date,Retweets,Likes
“statement from president donald j. trump on #givingtuesday” https://t.co/nrfnmixawr,Tue Nov 28 16:27:30 +0000 2017,6870,29582
rt @ivankatrump: it was an honor to meet with you prime minister modi. thank you for co-hosting the 8th annual global entrepreneurship summ…,Tue Nov 28 14:18:20 +0000 2017,9228,0
meeting with “chuck and nancy” today about keeping government open and working. problem is they want illegal immigr… https://t.co/jq3dyver4q,Tue Nov 28 14:17:46 +0000 2017,19574,82877
"rt @ivankatrump: thank you for the warm welcome. i’m excited to be in hyderabad, india for #ges2017. https://t.co/1u08h5l9rm",Tue Nov 28 13:10:00 +0000 2017,6934,0
rt @flotus: the decorations are up! @whitehouse is ready to celebrate! wishing you a merry christmas &amp; joyous holiday season! https://t.co/…,Tue Nov 28 13:05:42 +0000 2017,42537,0
rt @statedeptspox: #ges2017 highlights the important role of women #entrepreneurs &amp; demonstrates the importance of #innovation &amp; partnershi…,Tue Nov 28 13:04:45 +0000 2017,3426,0
rt @flotus: had a wonderful visit from @jba_nafw children today at the @whitehouse! #whitehousechristmas https://t.co/hnw758zhzl,Tue Nov 28 13:02:54 +0000 2017,11454,0
"melania, our great and very hard working first lady, who truly loves what she is doing, always thought that “if you… https://t.co/nw7upnx48l",Tue Nov 28 13:00:34 +0000 2017,17575,109493
at least 24 players kneeling this weekend at nfl stadiums that are now having a very hard time filling up. the amer… https://t.co/n0ysdlzq0c,Tue Nov 28 12:45:30 +0000 2017,19388,97577
thank you rand! https://t.co/nvpelevmub,Tue Nov 28 02:50:30 +0000 2017,11207,49586
new home sales reach a 10 year high. stock market has more record gains. hopefully republican senators will give us… https://t.co/drej6cawjm,Tue Nov 28 02:48:53 +0000 2017,15495,75196
"the tax cut bill is coming along very well, great support. with just a few changes, some mathematical, the middle c… https://t.co/p1ggkhvyxy",Mon Nov 27 14:24:36 +0000 2017,15253,81224
"the good news is that their ratings are terrible, nobody cares! https://t.co/i7h4ryin3h",Mon Nov 27 14:16:36 +0000 2017,12477,57229
"we should have a contest as to which of the networks, plus cnn and not including fox, is the most dishonest, corrup… https://t.co/3f2nxpuero",Mon Nov 27 14:04:51 +0000 2017,39365,148692
"back in d.c., big week for tax cuts and many other things of great importance to our country.  senate republicans w… https://t.co/t9l8z9ctyw",Mon Nov 27 01:47:32 +0000 2017,16127,84197
"since the first day i took office, all you hear is the phony democrat excuse for losing the election, russia, russi… https://t.co/oznstjiyyt",Sun Nov 26 21:29:46 +0000 2017,32623,149277
i endorsed luther strange in the alabama primary. he shot way up in the polls but it wasn’t enough. can’t let schum… https://t.co/wt9prknk9y,Sun Nov 26 14:33:47 +0000 2017,17834,75346
"the last thing we need in alabama and the u.s. senate is a schumer/pelosi puppet who is weak on crime, weak on the… https://t.co/h01kbyd7rp",Sun Nov 26 13:52:36 +0000 2017,24996,98889
"wow, even i didn’t realize we did so much. wish the fake news would report! thank you. https://t.co/apvbu2b0jd",Sat Nov 25 23:25:54 +0000 2017,18922,66012
".@foxnews is much more important in the united states than cnn, but outside of the u.s., cnn international is still… https://t.co/qzwpwvn2ep",Sat Nov 25 22:37:21 +0000 2017,31866,109989
check out the recent editorial in the wall street journal @wsj about what a complete disaster the @cfpb has been un… https://t.co/tsg4wgbn0d,Sat Nov 25 22:00:11 +0000 2017,9677,43465
"the consumer financial protection bureau, or cfpb, has been a total disaster as run by the previous administrations… https://t.co/pzojfdb5h8",Sat Nov 25 21:48:16 +0000 2017,14345,69367
"happy #smallbusinesssaturday!

a great day to support your community and america’s job creators by shopping locally… https://t.co/a0fme8hrxt",Sat Nov 25 19:40:55 +0000 2017,10711,50120
"time magazine called to say that i was probably going to be named “man (person) of the year,” like last year, but i… https://t.co/yfds5pz9yb",Fri Nov 24 22:40:26 +0000 2017,40880,159754
"will be calling the president of egypt in a short while to discuss the tragic terrorist attack, with so much loss o… https://t.co/dg2jnyaok9",Fri Nov 24 18:49:12 +0000 2017,19703,98790
horrible and cowardly terrorist attack on innocent and defenseless worshipers in egypt. the world cannot tolerate t… https://t.co/73hmjykjmi,Fri Nov 24 15:27:13 +0000 2017,31861,140201
"after turkey call i will be heading over to trump national golf club, jupiter, to play golf (quickly) with tiger wo… https://t.co/qihctdsqgv",Fri Nov 24 12:10:46 +0000 2017,14575,89338
will be speaking to president recep tayyip erdogan of turkey this morning about bringing peace to the mess that i i… https://t.co/1pldvtd5rj,Fri Nov 24 12:04:13 +0000 2017,14949,66729
"can you believe that the disrespect for our country, our flag, our anthem continues without penalty to the players.… https://t.co/4hdk4d7kc7",Fri Nov 24 11:48:58 +0000 2017,14349,58502
two great people! https://t.co/5cvnmhnmuh,Fri Nov 24 04:54:37 +0000 2017,14367,66557
a great guy (with great ratings)! https://t.co/s0s6xqrjsc,Fri Nov 24 04:42:17 +0000 2017,11494,63495
rt @deptofdefense: #happythanksgiving from @usarmy and @usnationalguard #soldiers serving with task force marauder in #afghanistan. 🦃 https…,Fri Nov 24 04:38:23 +0000 2017,7239,0
"rt @scavino45: today, @potus @realdonaldtrump and @flotus melania visit the @uscg at the lake worth inlet station, in riviera beach, florid…",Fri Nov 24 04:37:17 +0000 2017,6643,0
"obamacare premiums are going up, up, up, just as i have been predicting for two years. obamacare is owned by the de… https://t.co/cfvgykldse",Thu Nov 23 23:18:00 +0000 2017,17732,87040
"my great honor to join our incredible men and women of the @uscg, at the lake worth inlet station, in riviera beach… https://t.co/x3xzja9dif",Thu Nov 23 22:54:41 +0000 2017,10625,56104
happy thanksgiving! https://t.co/nqhi7xopmw,Thu Nov 23 15:35:13 +0000 2017,23056,97589
"will be doing a live thanksgiving video teleconference with members of the military at 9:00 a.m.  afghanistan, iraq… https://t.co/1pfyk6f4dk",Thu Nov 23 13:43:24 +0000 2017,8093,50781
make america great again!,Thu Nov 23 11:44:36 +0000 2017,35026,142781
@theplumlinegs make america great again!,Thu Nov 23 11:31:09 +0000 2017,3752,9158
"happy thanksgiving, your country is starting to do really well. jobs coming back, highest stock market ever, milita… https://t.co/jmdse29w8e",Thu Nov 23 11:28:32 +0000 2017,41752,200519
....and it will get even better with tax cuts! https://t.co/75wozgjqop,Thu Nov 23 02:06:57 +0000 2017,9738,49744
i have long given the order to help argentina with the search and rescue mission of their missing submarine. 45 peo… https://t.co/zl3pzapitt,Wed Nov 22 21:32:18 +0000 2017,24406,121148
51 million american to travel this weekend - highest number in twelve years (aaa). traffic and airports are running very smoothly!  @foxnews,Wed Nov 22 21:25:11 +0000 2017,10475,61810
rt @flotus: preparations are underway to celebrate the holidays at the @whitehouse! https://t.co/n5qz1np8ez,Wed Nov 22 21:14:41 +0000 2017,14523,0
the @usnavy is conducting search and rescue following aircraft crash. we are monitoring the situation. prayers for… https://t.co/cx0c8du4h7,Wed Nov 22 13:00:38 +0000 2017,10625,50036
will be having meetings and working the phones from the winter white house in florida (mar-a-lago). stock market hi… https://t.co/nfmwwxtyry,Wed Nov 22 11:51:22 +0000 2017,14863,75474
"rt @ingrahamangle: “far right”? you mean “right so far,” as in @realdonaldtrump has been right so far abt how to kick the economy into high…",Wed Nov 22 11:13:16 +0000 2017,9290,0
the nfl is now thinking about a new idea - keeping teams in the locker room during the national anthem next season.… https://t.co/tqzuhcacyg,Wed Nov 22 10:48:10 +0000 2017,23906,116684
"...lavar, you could have spent the next 5 to 10 years during thanksgiving with your son in china, but no nba contra… https://t.co/r7yb95fkuw",Wed Nov 22 10:33:28 +0000 2017,36530,155059
"it wasn’t the white house, it wasn’t the state department, it wasn’t father lavar’s so-called people on the ground… https://t.co/u895bwponk",Wed Nov 22 10:25:22 +0000 2017,30790,121072
"today, we continued a wonderful american tradition at the white house. drumstick and wishbone will live out their d… https://t.co/katc8yvcyz",Tue Nov 21 22:49:40 +0000 2017,13916,72674
president donald j. trump and @flotus melania participate in the pardoning of the national thanksgiving turkey at t… https://t.co/qkuakb68dp,Tue Nov 21 18:25:24 +0000 2017,13845,62191
under president trump unemployment rate will drop below 4%.  analysts predict economic boom for 2018!  @foxandfriends and @varneyco,Mon Nov 20 11:55:57 +0000 2017,16986,76524
marshawn lynch of the nfl’s oakland raiders stands for the mexican anthem and sits down to boos for our national an… https://t.co/5p18nsv8zw,Mon Nov 20 11:25:38 +0000 2017,35180,151192
republican senators are working very hard to get tax cuts and tax reform approved. hopefully it will not be long an… https://t.co/m0gyfbdpkq,Mon Nov 20 02:21:24 +0000 2017,13984,71762
"border patrol officer killed at southern border, another badly hurt. we will seek out and bring to justice those re… https://t.co/rgycrqyrr9",Mon Nov 20 01:29:02 +0000 2017,34365,145414
big-game trophy decision will be announced next week but will be very hard pressed to change my mind that this horr… https://t.co/hghgivikj3,Sun Nov 19 23:57:10 +0000 2017,12599,63625
"shoplifting is a very big deal in china, as it should be (5-10 years in jail), but not to father lavar. should have… https://t.co/tydmchjeim",Sun Nov 19 23:36:40 +0000 2017,28262,130452
"sen. jeff flake(y), who is unelectable in the great state of arizona (quit race, anemic polls) was caught (purposel… https://t.co/ch8x9i4qn7",Sun Nov 19 23:22:17 +0000 2017,15286,67626
"now that the three basketball players are out of china and saved from years in jail, lavar ball, the father of lian… https://t.co/371qj1biwh",Sun Nov 19 17:42:36 +0000 2017,71969,265401
rt @greta: thank you @realdonaldtrump - this is important to so many of us https://t.co/zjafzbyqkx,Sat Nov 18 13:49:51 +0000 2017,8839,0
"rt @piersmorgan: boom! thank you, mr president. trophy-hunting is repellent. https://t.co/iepfeqnx4t",Sat Nov 18 13:49:27 +0000 2017,6501,0
"crooked hillary clinton is the worst (and biggest) loser of all time. she just can’t stop, which is so good for the… https://t.co/dsljx3x1m3",Sat Nov 18 13:31:47 +0000 2017,48217,184630
put big game trophy decision on hold until such time as i review all conservation facts. under study for years. wil… https://t.co/halvqrymu4,Sat Nov 18 00:47:03 +0000 2017,21974,123745
"today, it was an honor to celebrate the collegiate national champions of 2016/2017 at the @whitehouse!… https://t.co/edz5njvfgq",Fri Nov 17 23:13:27 +0000 2017,10332,53235
"together, we're going to restore safety to our streets and peace to our communities, and we're going to destroy the… https://t.co/hay44qich6",Fri Nov 17 15:03:16 +0000 2017,18669,73049
"if democrats were not such obstructionists and understood the power of lower taxes, we would be able to get many of their ideas into bill!",Fri Nov 17 11:00:43 +0000 2017,20315,96238
"great numbers on stocks and the economy. if we get tax cuts and reform, we'll really see some great results!",Fri Nov 17 10:29:37 +0000 2017,13779,72332
.and to think that just last week he was lecturing anyone who would listen about sexual harassment and respect for women. lesley stahl tape?,Fri Nov 17 03:15:49 +0000 2017,18823,81708
"the al frankenstien picture is really bad, speaks a thousand words. where do his hands go in pictures 2, 3, 4, 5 &amp; 6 while she sleeps? .....",Fri Nov 17 03:06:34 +0000 2017,22002,82809
"big win today in the house for gop tax cuts and reform, 227-205. zero dems, they want to raise taxes much higher, but not for our military!",Fri Nov 17 02:57:19 +0000 2017,12111,61566
congratulations to the house of representatives for passing the #taxcutsandjobsact — a big step toward fulfilling o… https://t.co/gkn9az40yf,Thu Nov 16 20:16:15 +0000 2017,15269,65524
need all on the un security council to vote to renew the joint investigative mechanism for syria to ensure that ass… https://t.co/1fnmbodhqr,Thu Nov 16 18:13:51 +0000 2017,13037,63472
"china is sending an envoy and delegation to north korea - a big move, we'll see what happens!",Thu Nov 16 12:43:05 +0000 2017,18472,87827
"....your release possible and, have a great life! be careful, there are many pitfalls on the long and winding road of life!",Thu Nov 16 11:34:52 +0000 2017,16117,89976
"to the three ucla basketball players i say:  you're welcome, go out and give a big thank you to president xi jinping of china who made.....",Thu Nov 16 11:30:14 +0000 2017,17054,85752
big vote tomorrow in the house. tax cuts are getting close!,Thu Nov 16 02:14:35 +0000 2017,11372,68193
why are democrats fighting massive tax cuts for the middle class and business (jobs)? the reason: obstruction and delay!,Thu Nov 16 02:11:45 +0000 2017,22456,97664
it is actually hard to believe how naive (or dumb) the failing @nytimes is when it comes to foreign policy...weak and ineffective!,Wed Nov 15 16:52:33 +0000 2017,14453,70287
"...they should realize that these relationships are a good thing, not a bad thing. the u.s. is being respected again. watch trade!",Wed Nov 15 16:39:16 +0000 2017,14667,81796
"the failing @nytimes hates the fact that i have developed a great relationship with world leaders like xi jinping, president of china.....",Wed Nov 15 16:35:39 +0000 2017,13351,64406
do you think the three ucla basketball players will say thank you president trump? they were headed for 10 years in jail!,Wed Nov 15 15:11:53 +0000 2017,40942,159101
thank you! https://t.co/eqmwv1xbim,Wed Nov 15 10:58:18 +0000 2017,10107,46552
"thank you, working hard! https://t.co/tmndnpbj3m",Wed Nov 15 10:53:42 +0000 2017,4846,30934
"while in the philippines i was forced to watch @cnn, which i have not done in months, and again realized how bad, and fake, it is. loser!",Wed Nov 15 10:45:39 +0000 2017,30399,129638
".@foxandfriends will be showing much of our successful trip to asia, and the friendships &amp; benefits that will endure for years to come!",Wed Nov 15 10:40:02 +0000 2017,8958,50369
our great country is respected again in asia. you will see the fruits of our long but successful trip for many years to come!,Wed Nov 15 10:30:58 +0000 2017,15899,88818
"rt @scavino45: 20,295 miles later #potusinasia has successfully concluded as @potus @realdonaldtrump lands on the south lawn of @whitehouse…",Wed Nov 15 10:25:48 +0000 2017,8574,0
"rt @realdonaldtrump: unemployment is down to 4.1%, lowest in 17 years. 1.5 million new jobs created since i took office. highest stock mark…",Wed Nov 15 10:22:33 +0000 2017,36727,0
"rt @pchowka: sean hannity's big week - top ratings, probing reporting, and let there be light at american thinker https://t.co/b0rxpzd3lb h…",Wed Nov 15 10:22:10 +0000 2017,3716,0
"rt @realdonaldtrump: thank you to our great military/veterans and @pacificcommand.

remember #pearlharbor. remember the @ussarizona!

a day…",Wed Nov 15 10:21:35 +0000 2017,18782,0
just returned from asia after 12 very successful days. great to be home!,Wed Nov 15 04:42:16 +0000 2017,11114,81994
thank you asia! #usa🇺🇸 https://t.co/fziksbrzcu,Tue Nov 14 17:39:54 +0000 2017,19106,83479
thank you to the amazing staff and their families of the united states embassy in the philippines. keep up the grea… https://t.co/ql8bbq3gos,Tue Nov 14 09:11:51 +0000 2017,9980,53848
one of the most accurate polls last time around. but #fakenews likes to say we’re in the 30’s. they are wrong. some… https://t.co/1zcve1facn,Tue Nov 14 08:07:29 +0000 2017,14797,62770
i will be making a major statement from the @whitehouse upon my return to d.c. time and date to be set.,Tue Nov 14 06:23:12 +0000 2017,18626,82587
"just arrived at #asean50 in the philippines for my final stop with world leaders. will lead to fair trade deals, un… https://t.co/exrbdqnjru",Tue Nov 14 05:26:45 +0000 2017,8044,46453
"after my tour of asia, all countries dealing with us on trade know that the rules have changed. the united states h… https://t.co/momna1mui3",Tue Nov 14 05:20:31 +0000 2017,15999,81037
great to see @randpaul looking well and back on the senate floor. he will help us with tax cuts and reform!,Tue Nov 14 05:08:19 +0000 2017,10439,55820
"excited to be heading home to see the house pass a great tax bill with the middle class getting big tax cuts!

#makeamericagreatagain🇺🇸",Tue Nov 14 02:21:14 +0000 2017,13758,74772
"i am proud of the rep. house &amp; senate for working so hard on cutting taxes {&amp; reform.} we’re getting close! now, ho… https://t.co/bpmeywomhu",Mon Nov 13 15:06:01 +0000 2017,15610,75036
"happy to announce, i am nominating alex azar to be the next hhs secretary. he will be a star for better healthcare and lower drug prices!",Mon Nov 13 14:57:02 +0000 2017,12042,67840
will be leaving the philippines tomorrow after many days of constant mtgs &amp; work in order to #maga! my promises are rapidly being fulfilled.,Mon Nov 13 12:33:24 +0000 2017,13085,70134
"great day of bilateral meetings at #aseansummit on trade, which we are turning around to be great deals for our cou… https://t.co/n7g7zvo9pl",Mon Nov 13 12:29:06 +0000 2017,8180,42418
thank you! https://t.co/td0rycwn8c,Sun Nov 12 14:29:22 +0000 2017,10175,59610
"we had a wonderful visit to vietnam, thank you president tran dai quang! heading to the #aseansummit 50th anniv gal… https://t.co/s5gikmqt50",Sun Nov 12 11:20:20 +0000 2017,10290,56557
"just landed in the philippines after a great day of meetings and events in hanoi, vietnam! https://t.co/yxhrnhhpwo",Sun Nov 12 10:21:06 +0000 2017,10248,69642
"why would kim jong-un insult me by calling me ""old,"" when i would never call him ""short and fat?"" oh well, i try so… https://t.co/pmswnkh4r4",Sun Nov 12 00:48:01 +0000 2017,260168,603832
"does the fake news media remember when crooked hillary clinton, as secretary of state, was begging russia to be our… https://t.co/0qnlu03c03",Sun Nov 12 00:43:36 +0000 2017,26895,114563
"when will all the haters and fools out there realize that having a good relationship with russia is a good thing, n… https://t.co/tpcd8nswy3",Sun Nov 12 00:18:32 +0000 2017,37291,151992
met with president putin of russia who was at #apec meetings. good discussions on syria. hope for his help to solve… https://t.co/eot8rdcpey,Sun Nov 12 00:16:05 +0000 2017,14439,72033
"will be doing a joint press conference in hanoi, vietnam then heading for final destination of trip, the phillipines.",Sat Nov 11 23:35:39 +0000 2017,8965,56375
president xi of china has stated that he is upping the sanctions against #noko. said he wants them to denuclearize. progress is being made.,Sat Nov 11 23:32:25 +0000 2017,15235,74975
"“presidential proclamation commemorating the 50th anniversary of the vietnam war” 
➡️https://t.co/hguqp9leqk 
➡️… https://t.co/xz8awnxdea",Sat Nov 11 12:35:46 +0000 2017,11826,55576
"on this wonderful veterans day, i want to express the incredible gratitude of the entire american nation to our gre… https://t.co/mhhoavtawc",Sat Nov 11 12:11:53 +0000 2017,29391,114885
"on behalf of an entire nation, happy 242nd birthday to the men and women of the united states marines!
#usmc242… https://t.co/edmziub09r",Fri Nov 10 12:57:23 +0000 2017,23668,98830
the united states has been reminded time and again in recent years that economic security is not merely related to… https://t.co/62wsiaen7f,Fri Nov 10 10:43:48 +0000 2017,13128,56267
the united states is prepared to work with each of the leaders in this room today to achieve mutually beneficial co… https://t.co/6hy41gfm5i,Fri Nov 10 10:26:22 +0000 2017,10582,47757
today i am here to offer a renewed partnership with america -- to work together to strengthen the bonds of friendsh… https://t.co/2idsile3ek,Fri Nov 10 10:06:37 +0000 2017,8933,42222
"in more and more places throughout this region, citizens of sovereign and independent nations have taken greater co… https://t.co/rozxyedh9m",Fri Nov 10 09:50:25 +0000 2017,8217,38696
"throughout my travels, i've had the pleasure of sharing the good news from america. i've had the honor of sharing o… https://t.co/egkjazapuu",Fri Nov 10 09:32:07 +0000 2017,10781,50678
"just landed in da nang, vietnam to deliver a speech at #apec2017",Fri Nov 10 05:45:36 +0000 2017,7303,49918
"i am leaving china for #apec2017 in vietnam. @flotus melania is staying behind to see the zoo, and of course, the g… https://t.co/j2kdjwvnsj",Fri Nov 10 01:17:15 +0000 2017,12745,69712
my meetings with president xi jinping were very productive on both trade and the subject of north korea. he is a hi… https://t.co/wqdulr1nyf,Thu Nov 09 23:44:17 +0000 2017,14111,80131
"i don’t blame china, i blame the incompetence of past admins for allowing china to take advantage of the u.s. on tr… https://t.co/zql9wfezlf",Thu Nov 09 23:39:56 +0000 2017,27557,130729
in the coming months and years ahead i look forward to building an even stronger relationship between the united st… https://t.co/khceqsqdtk,Thu Nov 09 13:58:32 +0000 2017,19369,91546
"president xi, thank you for such an incredible welcome ceremony. it was a truly memorable and impressive display! 📸… https://t.co/jbj5twhcla",Thu Nov 09 07:08:33 +0000 2017,18363,89570
congratulations to all of the ”deplorables” and the millions of people who gave us a massive (304-227) electoral co… https://t.co/ckvtpvehob,Wed Nov 08 18:17:41 +0000 2017,33468,129004
looking forward to a full day of meetings with president xi and our delegations tomorrow. thank you for the beautif… https://t.co/lsc21tvk3w,Wed Nov 08 15:40:40 +0000 2017,12772,62243
noko has interpreted america's past restraint as weakness. this would be a fatal miscalculation. do not underestima… https://t.co/3zqtpo7grt,Wed Nov 08 15:15:08 +0000 2017,22258,85475
"on behalf of @flotus melania and i, thank you for an unforgettable afternoon and evening at the forbidden city in b… https://t.co/q9h0mpdivu",Wed Nov 08 14:27:18 +0000 2017,12289,58984
leaving south korea now heading to china. looking very much forward to meeting and being with president xi!,Wed Nov 08 04:57:40 +0000 2017,10725,70112
"together, we dream of a korea that is free, a peninsula that is safe, and families that are reunited once again! https://t.co/9tszrcc83j",Wed Nov 08 03:43:59 +0000 2017,12140,51849
anyone who doubts the strength or determination of the u.s. should look to our past....and you will doubt it no lon… https://t.co/n1dc7xnmcg,Wed Nov 08 03:14:34 +0000 2017,11731,50812
"the north korean regime has pursued its nuclear &amp; ballistic missile programs in defiance of every assurance, agreem… https://t.co/j7wklthu2q",Wed Nov 08 03:12:17 +0000 2017,9810,41723
"the u.s., under my administration, is completely rebuilding its military, and they're spending hundreds of billions… https://t.co/2siwl0th9x",Wed Nov 08 03:09:37 +0000 2017,13671,58076
"join me live in south korea🇺🇸🇰🇷
#nationalassembly #potusinasia 
➡️https://t.co/m3iehpdkas https://t.co/hsxdtd2uny",Wed Nov 08 02:14:20 +0000 2017,5581,28978
"ed gillespie worked hard but did not embrace me or what i stand for. don’t forget, republicans won 4 out of 4 house… https://t.co/hodixmtpnw",Wed Nov 08 01:40:37 +0000 2017,17914,78685
"getting ready to make a major speech to the national assembly here in south korea, then will be headed to china whe… https://t.co/mefwxmpzrw",Wed Nov 08 01:00:15 +0000 2017,10301,60345
thank you to all americans who participated in nat'l rx drug take back day. a record amount of drugs collected &amp; disposed. we can do this!,Tue Nov 07 21:50:07 +0000 2017,10371,61598
"franklin, such a great photo. 

happy 99th birthday to your father, @billygraham! https://t.co/l0c7rvvoa1",Tue Nov 07 14:30:54 +0000 2017,11995,58471
".@edwgillespie will totally turn around the high crime and poor economic performance of va. ms-13 and crime will be gone. vote today, asap!",Tue Nov 07 10:56:55 +0000 2017,12175,50720
....and has been horrible on virginia economy. vote @edwgillespie today!,Tue Nov 07 10:53:19 +0000 2017,6740,33605
"ralph northam will allow crime to be rampant in virginia. he’s weak on crime, weak on our great vets, anti-second amendment....",Tue Nov 07 10:53:04 +0000 2017,12355,49575
"....is making. working very hard on tax cuts for the middle class, companies and jobs!",Tue Nov 07 10:37:30 +0000 2017,6691,41532
stock market hit yet another all-time record high yesterday. there is great confidence in the moves that my administration....,Tue Nov 07 10:37:01 +0000 2017,11092,60723
thank you to president moon of south korea for the beautiful welcoming ceremony. it will always be remembered. https://t.co/bmvjz1iv2a,Tue Nov 07 10:25:31 +0000 2017,20986,68916
"it was my great honor to have lunch with our incredible u.s. and rok troops at camp humphreys, in south korea. 🇺🇸🇰🇷… https://t.co/qjtvr498yk",Tue Nov 07 07:39:54 +0000 2017,13925,53833
"rt @abeshinzo: トランプ大統領による、初の、歴史的な日本訪問は、間違いなく、日米同盟の揺るぎない絆を世界に示すことができました。

本当にありがとう、ドナルド。そして、アジア歴訪の大成功をお祈りしています。

@realdonaldtrump https://t.…",Tue Nov 07 01:53:41 +0000 2017,24311,0
....some of those they are harshly treating have been “milking” their country for years!,Mon Nov 06 23:05:14 +0000 2017,81669,43982
"i have great confidence in king salman and the crown prince of saudi arabia, they know exactly what they are doing....",Mon Nov 06 23:03:35 +0000 2017,81696,83280
"getting ready to leave for south korea and meetings with president moon, a fine gentleman. we will figure it all out!",Mon Nov 06 21:28:20 +0000 2017,12604,73604
"my visit to japan and friendship with pm abe will yield many benefits, for our great country. massive military &amp; energy orders happening+++!",Mon Nov 06 21:15:32 +0000 2017,15060,66083
"the state of virginia economy, under democrat rule, has been terrible. if you vote ed gillespie tomorrow, it will come roaring back!",Mon Nov 06 21:12:15 +0000 2017,19138,75918
#usa🇺🇸 #japan🇯🇵 https://t.co/evxfqavnfs,Mon Nov 06 13:09:30 +0000 2017,17179,69847
...americans do what we do best: we pull together. we join hands. we lock arms and through the tears and the sadnes… https://t.co/ctttewjvhx,Mon Nov 06 04:48:25 +0000 2017,17156,82676
"may god be w/ the people of sutherland springs, texas. the fbi &amp; law enforcement are on the scene. i am monitoring the situation from japan.",Sun Nov 05 20:06:34 +0000 2017,38177,181413
heading into the 12 days with great negotiating strength because of our tremendous economy. https://t.co/4hnxkr3ehw,Sun Nov 05 07:37:08 +0000 2017,11617,56269
it was a true honor to be at yokota air base with our great @usforcesjapan! https://t.co/kexnikkqks,Sun Nov 05 07:28:31 +0000 2017,11298,54057
"playing golf with prime minister abe and hideki matsuyama, two wonderful people! https://t.co/vylule0o2k",Sun Nov 05 06:25:16 +0000 2017,22191,103993
"just gave a speech to the great men and women at yokota air base in tokyo, japan. leaving to see prime minister abe. https://t.co/6lragojvdb",Sun Nov 05 02:59:05 +0000 2017,16077,83380
i am landing shortly. can’t wait to be with our great military. see you soon! https://t.co/avlrroxmm4,Sun Nov 05 00:43:08 +0000 2017,13961,73178
would very much appreciate saudi arabia doing their ipo of aramco with the new york stock exchange. important to the united states!,Sat Nov 04 12:49:26 +0000 2017,17624,68400
"unemployment is down to 4.1%, lowest in 17 years. 1.5 million new jobs created since i took office. highest stock market ever, up $5.4 trill",Sat Nov 04 12:35:00 +0000 2017,36727,155124
rt @ivankatrump: touched by the warm hospitality of prime minister abe and the japanese people. ありがとうございます [thank you]! until next time 🇯🇵…,Sat Nov 04 12:10:41 +0000 2017,14132,0
"thank you to our great military/veterans and @pacificcommand.

remember #pearlharbor. remember the @ussarizona!

a… https://t.co/30rtkwqu98",Sat Nov 04 07:08:25 +0000 2017,18782,76008
thank you for such a beautiful welcome hawaii. my great honor to visit @pacificcommand upon arrival. heading to pea… https://t.co/yr6ozitxgr,Sat Nov 04 03:07:20 +0000 2017,12386,65968
getting ready to land in hawaii. looking so much forward to meeting with our great military/veterans at pearl harbor!,Fri Nov 03 22:44:39 +0000 2017,12330,86141
the decision on sergeant bergdahl is a complete and total disgrace to our country and to our military.,Fri Nov 03 16:54:59 +0000 2017,35166,132725
"jobs, jobs, jobs! https://t.co/twunktgbnb",Fri Nov 03 16:22:11 +0000 2017,15275,65210
"the rigged dem primary, one of the biggest political stories in years, got zero coverage on fake news network tv last night. disgraceful!",Fri Nov 03 16:09:52 +0000 2017,24557,90914
"just took off for ceremony @ pearl harbor. will then be heading to japan, skorea, china, vietnam &amp; the philippines. will never let you down!",Fri Nov 03 14:45:56 +0000 2017,13174,71861
"i always felt i would be running and winning against bernie sanders, not crooked h, without cheating, i was right.",Fri Nov 03 14:29:55 +0000 2017,15855,79305
bernie sanders supporters have every right to be apoplectic of the complete theft of the dem primary by crooked hillary!,Fri Nov 03 14:28:34 +0000 2017,15394,74755
"...based on that, the military has hit isis ""much harder"" over the last two days. they will pay a big price for every attack on us!",Fri Nov 03 12:11:33 +0000 2017,14362,68133
"isis just claimed the degenerate animal who killed, and so badly wounded, the wonderful people on the west side, was ""their soldier."" .....",Fri Nov 03 12:03:50 +0000 2017,13726,55534
"pocahontas just stated that the democrats, lead by the legendary crooked hillary clinton, rigged the primaries! lets go fbi &amp; justice dept.",Fri Nov 03 11:55:29 +0000 2017,27398,99367
the real story on collusion is in donna b's new book. crooked hillary bought the dnc &amp; then stole the democratic primary from crazy bernie!,Fri Nov 03 11:48:10 +0000 2017,17883,73574
"....people are angry.  at some point the justice department, and the fbi, must do what is right and proper. the american public deserves it!",Fri Nov 03 11:11:33 +0000 2017,29248,127211
"...new donna b book says she paid for and stole the dem primary. what about the deleted e-mails, uranium, podesta, the server, plus, plus...",Fri Nov 03 11:03:59 +0000 2017,17220,69726
everybody is asking why the justice department (and fbi) isn't looking into all of the dishonesty going on with crooked hillary &amp; the dems..,Fri Nov 03 10:57:47 +0000 2017,23119,86114
my twitter account was taken down for 11 minutes by a rogue employee. i guess the word must finally be getting out-and having an impact.,Fri Nov 03 10:51:51 +0000 2017,25969,104419
i will be interviewed by @ingrahamangle on @foxnews at 10:00. enjoy!,Fri Nov 03 01:29:54 +0000 2017,7378,43381
the @tuckercarlson opening statement about our once cherished and great fbi was so sad to watch. james comey's leadership was a disaster!,Fri Nov 03 01:26:48 +0000 2017,16100,61703
....this is real collusion and dishonesty. major violation of campaign finance laws and money laundering - where is our justice department?,Fri Nov 03 00:48:09 +0000 2017,23934,87804
